G04a_001,G04a_002,G04a_003,G04a_004,G04a_005,G04a_006,G04a_007,G04a_008,G04a_009,G04a_010
63396787,601.7,801.7,428.1,0,22.9,4,4.1,4,15.3
63396788,548.0,778.0,368.9,0,26.7,4,6.7,5,19.7
63396789,629.2,817.7,452.5,0,23.3,4,13.3,5,19.9
63396790,565.3,845.3,330.6,0,25.7,1,11.5,8,19.5
63396791,534.7,895.0,295.5,0,35.5,2,7.4,8,23.3
63396792,678.8,974.5,428.1,0,30.2,7,7.6,7,21.0
63396793,822.4,1014.7,582.1,0,30.1,5,6.7,3,18.7
63396794,828.2,1032.7,646.5,0,29.0,5,3.3,6,17.3
63396795,724.2,916.0,475.2,0,24.7,3,7.9,3,17.6
63396796,513.1,729.2,357.0,0,21.4,5,11.8,5,15.2
63396797,734.4,923.2,458.7,0,24.2,6,1.6,5,18.4
63396798,755.3,919.6,541.7,0,24.0,6,8.3,7,17.4
63396799,809.3,959.0,628.5,0,24.1,1,5.8,1,15.7
63397605,1.2,3.0,0.3,0,0.0,1,0.0,1,0.0
63397606,149.8,371.0,0.0,0,23.6,7,8.2,8,15.5
63397607,341.9,515.3,144.9,0,20.2,7,4.1,7,13.3
63397608,441.9,631.3,140.9,0,25.4,1,9.8,2,18.9
63397609,355.8,700.3,136.6,0,28.3,1,6.0,1,21.3
63397615,4.6,21.3,0.0,0,8.2,7,3.6,8,5.9
63397616,76.3,290.7,0.0,0,18.1,1,4.2,4,11.4
63397617,248.4,450.1,46.7,0,28.1,2,10.4,7,18.5
63397618,210.7,449.4,46.2,0,27.3,2,7.1,1,18.3
63397619,288.1,483.5,124.9,0,24.4,5,7.7,6,16.1
63397625,43.7,208.9,0.0,0,19.8,7,12.4,6,16.3
63397626,120.8,227.3,1.3,0,18.9,6,6.7,8,14.3
63397627,147.0,341.8,22.5,0,30.2,6,2.2,5,16.7
63397628,350.0,584.4,43.1,0,28.7,6,10.8,6,20.9
63397629,472.4,665.1,276.5,0,23.2,4,10.1,5,18.4
63397635,59.2,209.8,0.0,0,20.6,7,7.2,8,13.9
63397636,246.2,342.6,0.6,0,26.9,5,4.4,8,12.8
63397637,290.8,433.4,46.8,0,29.6,6,6.7,8,15.4
63397638,508.0,640.0,295.7,0,18.8,6,4.1,7,12.1
63397639,688.3,843.5,516.7,0,17.2,6,9.5,6,13.1
63397646,165.8,302.1,0.0,0,20.1,1,1.7,3,11.5
63397647,225.5,488.1,0.0,0,30.1,7,11.2,7,19.7
63397648,541.9,731.8,309.1,0,25.6,8,7.9,6,16.5
63397649,734.0,888.2,529.9,0,26.2,8,8.1,8,16.3
63397657,128.4,381.9,0.0,0,25.7,7,2.8,6,19.6
63397658,406.8,630.4,173.0,0,28.1,1,9.0,8,19.5
63397659,492.6,704.9,236.8,0,23.9,7,6.7,8,16.6
63397667,49.8,212.2,0.1,0,21.7,8,21.7,8,21.7
63397668,154.9,388.8,0.0,0,25.5,1,9.5,8,18.5
63397669,406.8,550.8,180.7,0,31.7,7,7.5,1,16.2
63397678,147.8,343.7,0.0,0,25.7,7,13.4,7,18.1
63397679,274.3,482.4,47.7,0,23.6,7,9.2,8,16.2
63397688,25.8,110.9,0.0,0,11.2,8,11.2,8,11.2
63397689,213.5,395.2,0.0,0,22.7,8,8.7,7,15.7
63397699,153.4,429.5,0.0,0,31.6,8,10.4,8,23.0
63397700,326.9,550.4,176.9,0,27.4,1,4.6,7,17.4
63397701,396.8,688.8,247.0,0,28.0,6,3.3,8,13.9
63397702,523.8,787.5,339.2,0,28.4,1,7.1,8,16.6
63397703,713.0,900.9,520.2,0,27.2,8,9.8,8,18.5
63397704,928.9,1073.6,761.2,0,19.9,7,5.8,3,13.5
63397705,858.8,1017.0,712.8,0,21.5,5,5.9,3,13.4
63397706,781.2,942.3,574.6,0,26.1,5,4.1,7,16.1
63397707,736.8,891.5,565.3,0,22.2,7,6.1,8,15.2
63397708,671.1,897.7,519.7,0,18.5,1,11.0,8,14.7
63397709,653.6,921.5,512.0,0,25.1,7,5.2,1,15.3
63397710,475.8,670.5,215.1,0,26.3,5,11.8,7,19.7
63397711,610.3,894.8,281.6,0,33.3,5,17.2,6,24.4
63397712,546.1,801.3,332.3,0,28.4,5,10.1,6,19.9
63397713,769.0,1000.3,521.8,0,25.0,1,8.3,7,18.7
63397714,1035.6,1212.9,774.4,0,29.0,7,8.4,4,18.8
63397715,1028.1,1223.1,830.8,0,23.6,4,13.6,5,19.2
63397716,765.0,948.7,632.4,0,20.5,3,6.9,3,13.9
63397717,632.9,839.4,526.2,0,20.1,3,4.6,2,11.5
63397718,528.0,625.2,476.8,0,11.7,1,1.6,4,6.4
63397719,494.4,727.2,329.3,0,24.1,1,2.3,1,11.2
63397720,512.5,730.1,314.1,0,24.3,4,9.1,6,17.8
63397721,736.6,890.3,508.7,0,27.2,8,3.1,4,16.4
63397722,871.4,1118.5,587.7,0,27.5,6,14.6,5,20.4
63397723,873.7,1179.7,605.7,0,31.3,4,12.9,6,24.8
63397724,1066.4,1354.0,815.2,0,30.0,8,14.7,7,22.5
63397725,1224.1,1463.0,915.6,0,30.3,4,10.9,4,23.0
63397726,889.8,1181.6,646.3,0,25.2,4,16.4,4,21.0
63397727,703.9,930.4,555.5,0,23.1,5,6.9,5,15.7
63397728,615.9,873.4,501.2,0,22.2,4,6.0,4,15.0
63397729,513.1,567.5,395.0,0,12.1,4,0.8,7,4.1
63397730,779.5,1006.9,490.5,0,29.3,6,14.2,6,23.0
63397731,908.2,1110.4,593.0,0,31.2,5,14.3,6,23.7
63397732,1040.8,1260.6,738.8,0,26.7,5,13.4,6,21.9
63397733,1160.4,1292.7,952.9,0,29.6,5,3.6,2,17.2
63397734,1206.3,1439.6,934.6,0,30.6,6,3.2,5,20.8
63397735,1368.3,1516.2,1159.1,0,26.6,3,8.1,2,19.5
63397736,1056.9,1321.6,788.2,0,30.7,5,16.1,4,23.5
63397737,966.2,1207.0,754.5,0,30.0,5,10.6,5,18.5
63397738,820.0,1061.4,568.1,0,29.3,4,16.0,4,20.6
63397739,554.5,785.8,461.1,0,23.9,4,2.2,3,9.6
63397740,891.2,1007.3,713.5,0,22.8,8,6.0,8,13.3
63397741,943.0,1110.2,711.3,0,24.5,1,5.5,8,16.1
63397742,1066.6,1238.1,813.6,0,28.8,2,4.8,1,16.3
63397743,909.6,1216.7,693.0,0,27.2,2,13.2,1,20.1
63397744,999.7,1291.7,786.7,0,26.9,1,13.2,8,21.6
63397745,1043.8,1323.6,791.4,0,31.2,1,13.6,1,24.6
63397746,1209.1,1354.1,888.3,0,26.7,7,2.8,8,17.2
63397747,1176.7,1327.0,957.9,0,24.9,5,7.0,4,16.0
63397748,938.6,1070.9,788.2,0,23.5,4,9.7,3,14.3
63397749,678.7,872.8,480.4,0,25.4,4,12.9,3,19.0
63397750,618.1,803.4,457.7,0,21.8,8,7.6,1,15.5
63397751,731.1,976.7,517.3,0,29.0,7,12.5,7,17.7
63397752,947.0,1172.6,722.6,0,31.3,7,5.6,8,22.5
63397753,672.0,812.0,537.8,0,27.1,3,8.4,2,15.2
63397754,742.1,952.6,556.2,0,22.1,1,7.4,8,15.5
63397755,778.0,922.4,617.1,0,18.0,7,8.5,8,13.8
63397756,1100.2,1326.8,841.7,0,28.8,7,7.3,1,19.8
63397757,1158.3,1317.2,984.9,0,17.2,2,12.5,2,14.9
63397758,866.1,1045.3,666.9,0,19.6,3,12.3,3,16.7
63397759,657.8,786.0,478.9,0,21.1,3,3.5,3,11.3
63397760,500.5,723.6,260.9,0,24.3,6,9.7,1,16.4
63397761,749.7,961.9,544.8,0,26.0,7,10.1,6,17.1
63397762,778.9,993.4,532.4,0,27.9,2,9.1,8,22.4
63397763,534.8,745.7,433.6,0,29.2,2,4.3,7,13.1
63397764,627.8,922.1,493.1,0,24.3,6,6.0,8,15.8
63397765,888.2,1241.0,636.2,0,30.9,6,15.9,6,25.0
63397766,1139.8,1333.8,840.3,0,28.9,1,1.8,3,18.2
63397767,1076.1,1236.8,853.8,0,26.8,3,11.0,2,16.0
63397768,782.6,1027.4,453.9,0,28.8,2,17.9,2,23.3
63397769,531.1,747.1,334.9,0,23.1,8,12.3,1,16.9
63397770,471.7,674.7,266.8,0,26.4,7,7.3,2,17.4
63397771,607.2,747.5,408.9,0,20.3,8,4.8,7,13.0
63397772,496.2,726.8,302.8,0,23.1,2,10.8,2,16.2
63397773,508.0,803.4,335.6,0,32.0,7,4.5,7,17.3
63397774,809.0,1087.6,535.3,0,32.6,8,3.6,6,23.4
63397775,1127.3,1245.6,828.6,0,33.2,8,3.6,5,18.4
63397776,962.6,1203.0,727.7,0,27.5,3,15.5,1,20.7
63397777,865.0,1058.9,657.1,0,25.6,1,10.1,1,18.4
63397778,730.3,951.2,450.1,0,28.8,4,13.4,3,21.0
63397779,444.8,632.7,279.5,0,24.9,3,5.0,1,13.9
63397780,411.9,501.9,184.8,0,17.8,6,2.0,1,10.4
63397781,502.5,618.0,343.0,0,20.9,1,3.7,8,12.9
63397782,356.8,489.7,212.5,0,21.7,7,1.1,7,13.1
63397783,562.1,831.0,378.7,0,29.4,7,5.1,8,18.9
63397784,652.7,850.1,448.0,0,28.0,8,9.6,1,18.9
63397785,957.3,1171.2,658.5,0,33.1,8,6.5,2,22.0
63397786,880.1,1114.7,621.9,0,29.0,3,9.9,2,21.6
63397787,679.3,889.6,506.0,0,26.0,8,8.3,2,17.0
63397788,703.9,883.5,520.1,0,24.5,2,4.5,2,15.4
63397789,482.4,665.5,281.7,0,22.1,3,4.9,2,15.4
63397790,305.5,503.0,1.4,0,32.7,1,12.8,1,20.9
63397791,289.6,542.7,67.9,0,21.4,1,13.1,1,16.1
63397792,319.2,597.9,81.3,0,30.8,7,8.8,7,18.6
63397793,452.3,655.4,273.2,0,24.9,2,8.2,8,17.1
63397794,637.6,805.8,432.1,0,23.9,6,10.6,8,18.7
63397795,673.0,1025.8,404.1,0,31.9,8,14.2,8,23.2
63397796,866.3,1026.8,613.7,0,25.4,8,8.2,2,15.5
63397797,603.0,823.4,392.6,0,28.5,4,7.2,1,19.9
63397798,459.2,714.7,305.9,0,23.1,8,9.0,2,16.2
63397799,410.2,652.1,205.5,0,20.6,2,6.7,1,16.1
G04a_001,G04a_002,G04a_003,G04a_004,G04a_005,G04a_006,G04a_007,G04a_008,G04a_009,G04a_010
63400008,31.8,58.6,0.0,0,3.9,6,2.3,6,3.0
63400009,26.1,86.8,0.0,0,5.9,4,0.4,7,2.5
63400018,52.2,101.5,0.0,0,6.6,6,1.9,7,4.6
63400019,65.9,113.5,11.4,0,10.2,3,0.5,4,5.1
63400027,3.7,13.0,0.2,0,0.0,1,0.0,1,0.0
63400028,61.2,132.2,0.0,0,7.8,5,3.1,7,5.1
63400029,114.1,208.6,18.3,0,12.6,4,2.2,6,7.5
63400037,27.2,55.6,0.0,0,4.3,6,3.2,6,3.8
63400038,100.3,187.1,0.0,0,9.3,7,2.1,5,6.9
63400039,151.1,236.1,56.1,0,11.5,7,1.7,7,6.5
63400046,23.0,50.6,0.0,0,1.9,6,1.9,6,1.9
63400047,61.8,163.4,0.0,0,8.5,6,3.3,5,5.9
63400048,144.3,260.8,54.2,0,10.2,7,5.5,5,7.7
63400049,245.6,364.6,128.2,0,17.9,4,3.5,5,10.5
63400055,1.6,3.6,0.3,0,0.0,1,0.0,1,0.0
63400056,26.6,78.1,0.0,0,5.9,7,4.1,5,5.1
63400057,103.2,199.8,17.3,0,12.7,7,1.9,6,6.7
63400058,227.6,352.3,99.2,0,13.8,5,3.9,7,9.7
63400059,340.4,442.5,212.4,0,17.2,3,2.9,5,10.5
63400065,26.2,92.0,0.0,0,6.5,6,4.7,6,5.6
63400066,85.4,189.9,0.0,0,10.6,4,3.5,4,7.5
63400067,128.4,241.1,39.1,0,9.2,7,1.3,5,5.3
63400068,183.6,313.1,93.3,0,13.4,8,3.4,5,9.0
63400069,375.6,547.2,227.4,0,19.0,7,3.8,5,11.0
63400075,55.9,150.7,0.0,0,10.5,6,4.1,8,8.7
63400076,160.1,281.7,29.8,0,15.9,7,1.3,1,9.8
63400077,188.5,342.1,83.9,0,14.2,6,4.0,7,8.0
63400078,287.0,443.1,179.6,0,18.7,7,4.8,8,11.7
63400079,404.0,602.7,243.1,0,16.8,7,8.5,6,13.3
63400084,2.5,6.8,0.0,0,0.0,1,0.0,1,0.0
63400085,13.8,85.0,0.0,0,5.9,5,0.7,7,2.8
63400086,74.4,282.8,8.7,0,20.1,1,0.7,8,12.6
63400087,233.0,339.8,61.4,0,22.0,8,6.2,5,11.0
63400088,342.9,434.5,198.5,0,15.2,1,1.7,6,9.8
63400089,467.8,621.6,233.1,0,21.0,8,7.1,6,14.2
63400094,47.2,153.0,0.0,0,11.2,7,6.5,6,8.5
63400095,94.3,183.0,7.8,0,13.6,6,2.6,8,9.3
63400096,28.5,90.6,8.1,0,9.7,8,0.2,5,4.7
63400097,75.8,252.5,13.2,0,24.7,8,1.0,6,12.5
63400098,150.6,354.5,23.5,0,19.7,1,11.3,1,16.3
63400099,271.2,485.7,63.3,0,19.9,8,11.5,1,16.7
63400100,20.7,122.5,2.4,0,10.7,5,1.1,5,5.9
63400101,51.8,126.0,7.2,0,11.8,8,1.8,7,6.9
63400102,97.8,162.6,13.6,0,13.0,8,2.3,5,7.1
63400103,148.5,221.6,72.5,0,10.0,8,2.7,6,4.6
63400104,158.0,220.4,96.3,0,9.1,5,1.3,6,5.5
63400105,121.2,206.6,87.2,0,8.2,4,1.1,8,4.3
63400106,131.5,233.7,99.6,0,8.4,7,1.1,1,4.6
63400107,175.1,242.5,79.9,0,11.7,3,0.4,5,5.5
63400108,132.4,210.1,79.6,0,12.4,4,0.2,6,5.7
63400109,216.8,299.6,155.3,0,10.0,5,0.7,5,6.7
63400110,59.2,140.8,8.2,0,10.4,8,3.3,7,6.8
63400111,95.1,157.4,16.4,0,13.9,5,1.7,1,6.7
63400112,88.9,203.9,16.5,0,15.0,5,0.7,5,8.9
63400113,94.4,225.8,25.5,0,15.4,1,1.2,5,10.1
63400114,142.5,246.1,41.4,0,16.1,1,4.2,1,9.8
63400115,176.3,246.1,88.0,0,13.1,8,1.1,8,7.0
63400116,161.7,287.4,108.0,0,10.6,5,2.8,6,6.3
63400117,222.8,321.4,137.7,0,11.5,3,2.4,1,7.6
63400118,149.8,266.3,97.7,0,14.3,3,2.7,7,7.9
63400119,263.1,477.0,164.1,0,23.8,7,6.6,6,11.6
63400120,88.3,170.7,15.6,0,13.7,8,4.6,7,8.8
63400121,164.1,232.0,55.3,0,13.0,8,2.1,7,7.4
63400122,166.7,241.8,92.6,0,10.0,4,0.3,8,6.0
63400123,204.6,291.4,86.8,0,16.3,5,1.7,6,9.0
63400124,157.2,293.8,48.2,0,15.4,4,2.1,7,10.2
63400125,126.3,232.2,54.0,0,13.7,8,0.6,6,8.3
63400126,231.9,373.6,75.6,0,15.5,8,1.1,6,9.6
63400127,302.5,429.8,181.8,0,15.2,4,5.7,8,10.3
63400128,254.8,461.5,121.0,0,20.9,4,4.5,7,13.8
63400129,281.0,520.0,145.3,0,26.7,7,5.1,6,15.2
63400130,132.4,221.8,31.8,0,14.2,6,2.2,6,7.5
63400131,156.7,266.0,38.5,0,15.7,5,3.5,7,9.7
63400132,214.3,305.8,108.7,0,11.4,8,3.0,5,6.6
63400133,267.0,343.1,200.5,0,7.3,7,1.2,6,3.9
63400134,321.7,425.3,189.4,0,13.7,5,5.5,7,8.7
63400135,261.6,475.5,78.9,0,19.4,4,5.8,4,13.7
63400136,167.1,297.9,76.0,0,14.3,7,1.8,4,9.1
63400137,337.4,524.3,158.3,0,22.1,6,8.3,7,15.1
63400138,385.9,562.3,158.9,0,25.1,3,2.8,1,15.6
63400139,299.6,606.5,160.5,0,22.5,7,2.1,7,11.7
63400140,194.0,290.5,71.0,0,15.6,4,2.1,6,8.1
63400141,222.5,335.1,94.1,0,16.2,4,5.1,5,10.2
63400142,255.9,346.4,129.9,0,14.2,6,2.8,6,7.4
63400143,296.0,384.2,191.5,0,10.6,5,2.3,6,7.0
63400144,411.5,571.3,310.1,0,11.5,7,6.1,7,8.8
63400145,431.7,620.5,191.7,0,24.7,4,6.2,5,15.8
63400146,215.2,409.7,103.7,0,21.6,8,3.5,4,13.5
63400147,347.7,570.4,144.2,0,27.5,1,7.2,8,16.6
63400148,346.7,559.8,187.0,0,23.7,3,5.9,2,13.0
63400149,369.5,612.3,188.3,0,23.3,7,7.8,6,15.9
63400150,296.1,415.3,181.1,0,12.7,7,5.4,5,10.0
63400151,302.2,420.8,144.4,0,15.4,5,6.7,5,11.2
63400152,291.5,410.2,183.4,0,15.9,4,3.2,8,9.0
63400153,369.1,459.6,271.6,0,13.0,7,3.4,5,6.7
63400154,481.1,663.1,335.5,0,14.3,7,9.3,7,11.5
63400155,523.0,672.1,276.3,0,23.6,3,1.4,6,14.5
63400156,239.8,474.8,136.1,0,23.4,2,3.7,4,13.2
63400157,278.2,434.8,143.4,0,18.6,7,5.3,5,12.9
63400158,394.4,531.5,248.8,0,19.2,4,4.9,8,11.3
63400159,362.0,483.6,245.1,0,14.8,5,6.1,6,9.8
63400160,359.5,546.9,257.8,0,17.3,4,3.5,6,10.9
63400161,426.8,484.7,336.6,0,9.3,6,0.9,5,5.6
63400162,408.5,498.0,247.3,0,17.9,4,3.0,6,10.1
63400163,406.5,565.7,263.7,0,17.5,8,3.7,7,12.3
63400164,544.5,657.7,392.5,0,20.7,1,2.2,1,12.7
63400165,461.3,712.9,229.6,0,24.4,3,3.6,8,17.2
63400166,267.0,481.5,155.9,0,23.0,8,4.7,3,14.7
63400167,437.3,561.2,285.1,0,19.3,5,1.4,2,12.1
63400168,490.7,660.1,344.8,0,18.7,1,4.0,8,12.1
63400169,569.3,770.7,387.3,0,20.2,5,3.0,7,13.7
63400170,490.8,603.7,330.4,0,16.1,4,4.3,6,11.4
63400171,471.9,561.3,356.6,0,14.8,4,3.6,8,8.3
63400172,496.1,553.8,405.1,0,11.5,1,1.2,6,5.4
63400173,402.7,533.8,286.5,0,17.7,4,6.0,3,11.1
63400174,421.5,621.9,316.3,0,19.1,6,3.5,6,12.7
63400175,428.9,631.2,235.3,0,22.8,4,5.9,2,13.6
63400176,291.3,452.4,182.8,0,20.5,3,1.3,5,10.8
63400177,336.2,478.1,226.3,0,17.9,5,6.3,6,12.0
63400178,432.2,637.5,288.2,0,16.4,7,5.7,8,12.3
63400179,631.3,781.3,467.9,0,23.8,2,5.2,6,12.7
63400180,528.3,643.8,325.5,0,23.6,1,2.2,2,13.1
63400181,508.9,613.6,374.0,0,24.4,1,2.8,5,10.6
63400182,406.3,590.6,207.6,0,21.3,2,6.2,4,14.3
63400183,367.6,550.6,194.6,0,18.0,8,4.0,1,12.4
63400184,459.0,660.7,287.9,0,19.1,8,4.0,4,11.3
63400185,564.8,683.9,383.1,0,22.4,3,6.2,7,14.5
63400186,357.4,555.1,235.0,0,22.7,6,4.5,4,13.8
63400187,473.9,669.9,287.5,0,22.1,5,8.5,6,15.1
63400188,532.6,652.7,342.5,0,20.0,5,1.9,3,11.3
63400189,542.4,749.8,381.8,0,24.3,2,8.3,2,13.7
63400190,301.0,498.7,118.6,0,22.4,1,6.7,1,16.2
63400191,320.3,537.6,101.1,0,22.0,1,10.6,8,17.4
63400192,247.2,482.0,124.1,0,20.0,1,2.6,3,12.8
63400193,412.3,661.1,169.9,0,28.7,6,9.2,4,19.6
63400194,547.5,740.2,320.6,0,23.5,6,6.2,7,14.8
63400195,659.3,766.7,473.6,0,21.2,4,5.2,1,13.9
63400196,447.0,616.7,297.5,0,22.9,4,2.2,6,14.4
63400197,604.1,840.8,399.9,0,22.7,7,8.1,5,13.4
63400198,615.5,852.6,466.7,0,24.3,4,2.9,1,13.5
63400199,598.9,832.5,371.3,0,26.2,4,4.4,5,16.2
63400200,371.5,564.5,199.9,0,18.1,6,8.8,7,13.8
63400201,473.8,592.8,220.4,0,26.4,3,5.5,5,16.3
63400202,250.9,465.7,133.2,0,27.1,7,1.8,6,15.5
63400203,301.4,511.9,135.2,0,28.3,4,6.9,4,15.1
63400204,288.9,451.2,148.4,0,19.9,4,5.6,6,12.4
63400205,266.2,400.3,133.7,0,13.5,2,1.6,3,9.8
63400206,132.8,221.4,92.2,0,13.6,3,2.8,3,6.8
63400207,205.4,311.7,109.6,0,10.4,6,2.7,6,7.8
63400208,315.1,441.2,194.4,0,15.8,6,1.4,3,10.7
63400209,344.1,539.6,228.6,0,19.6,8,4.3,3,10.9
63400210,522.1,730.1,306.7,0,28.9,6,13.3,5,21.6
63400211,476.5,751.0,216.9,0,30.8,3,8.9,3,19.5
63400212,344.7,553.8,189.5,0,25.4,7,10.5,4,15.6
63400213,395.6,542.1,201.1,0,22.2,4,2.2,6,13.0
63400214,280.6,419.9,134.5,0,15.7,2,5.6,7,11.5
63400215,183.6,369.0,107.1,0,18.8,2,2.6,2,10.2
63400216,219.3,353.9,105.8,0,13.7,4,3.3,6,9.8
63400217,200.8,438.9,112.7,0,25.9,8,0.7,7,13.8
63400218,383.4,566.6,161.7,0,29.4,8,6.6,7,19.7
63400219,263.6,392.5,173.2,0,27.7,3,2.7,1,10.7
63400220,628.0,861.0,329.0,0,27.0,7,9.0,6,20.2
63400221,616.5,865.2,349.3,0,31.7,3,6.3,2,20.1
63400222,494.8,746.2,296.2,0,23.1,6,11.4,7,17.0
63400223,402.3,604.8,207.8,0,25.0,2,9.3,4,15.5
63400224,235.5,385.6,135.8,0,18.2,2,1.2,3,9.8
63400225,236.5,401.3,127.9,0,17.9,3,3.8,7,9.6
63400226,306.3,441.8,155.7,0,17.4,8,3.7,5,9.6
63400227,292.0,510.2,132.9,0,23.3,5,5.7,7,14.5
63400228,222.2,397.2,138.0,0,23.1,1,1.4,5,11.7
63400229,293.9,442.3,165.6,0,13.9,6,5.4,7,9.8
63400230,507.7,778.2,299.0,0,27.0,8,7.5,5,18.3
63400231,789.4,1010.4,518.0,0,33.8,6,8.6,8,22.1
63400232,582.0,813.8,349.3,0,29.5,3,6.8,4,19.5
63400233,371.2,684.4,185.3,0,24.6,4,5.8,5,14.2
63400234,361.4,570.4,178.4,0,20.2,6,6.3,3,13.9
63400235,317.9,504.5,169.4,0,24.6,6,6.7,5,14.8
63400236,295.0,526.4,157.9,0,23.4,4,4.2,6,11.6
63400237,405.4,600.0,211.3,0,22.3,3,6.6,1,14.6
63400238,379.9,600.2,196.5,0,21.5,6,6.9,3,15.0
63400239,275.8,417.4,185.8,0,19.7,4,2.8,7,9.6
63400240,605.6,822.0,397.8,0,31.1,5,5.8,8,21.1
63400241,812.3,1016.1,483.1,0,30.3,7,7.0,1,20.9
63400242,686.1,1011.9,408.1,0,29.4,3,8.0,3,19.8
63400243,458.5,705.2,273.2,0,27.7,3,7.0,6,17.0
63400244,391.8,618.7,239.7,0,22.9,8,4.6,1,13.3
63400245,538.5,772.4,283.9,0,27.9,6,8.3,6,18.2
63400246,426.4,662.8,223.8,0,23.9,4,3.8,5,17.4
63400247,489.1,673.6,269.9,0,24.3,6,8.0,6,16.6
63400248,513.0,664.0,316.3,0,21.0,4,2.8,7,11.9
63400249,376.6,544.0,246.9,0,18.8,5,5.1,7,13.6
63400250,440.0,664.6,315.2,0,21.0,7,3.2,3,11.0
63400251,671.3,970.7,432.1,0,30.7,1,5.8,8,19.9
63400252,734.5,933.2,478.9,0,26.2,3,8.8,3,17.7
63400253,598.0,823.5,383.0,0,24.2,4,13.8,5,19.5
63400254,428.8,617.4,283.1,0,21.4,7,6.6,6,13.5
63400255,616.3,751.3,405.0,0,19.1,7,4.9,8,12.8
63400256,488.3,679.4,318.7,0,18.4,8,11.5,8,14.5
63400257,536.6,667.9,335.3,0,24.5,2,5.2,8,14.1
63400258,429.5,612.6,253.8,0,25.3,1,4.0,8,15.7
63400259,485.9,592.4,348.9,0,21.3,1,2.2,8,7.9
63400260,592.0,767.6,418.5,0,18.9,5,10.7,4,14.2
63400261,652.1,762.4,474.0,0,21.9,2,3.5,8,13.9
63400262,665.9,869.5,444.2,0,19.8,8,9.1,6,14.9
63400263,719.5,922.2,474.1,0,21.5,3,9.8,2,16.4
63400264,569.9,671.6,392.8,0,19.7,5,4.4,2,11.3
63400265,556.8,684.7,388.8,0,15.9,8,0.9,2,9.1
63400266,445.2,656.2,275.2,0,22.3,4,4.8,4,13.3
63400267,334.1,511.9,213.2,0,20.1,1,0.8,3,12.9
63400268,321.4,463.2,196.6,0,14.6,2,3.5,7,8.3
63400269,336.0,530.8,206.6,0,21.5,2,6.5,1,12.9
63400270,625.7,800.6,458.7,0,20.9,2,1.2,8,14.0
63400271,514.9,680.5,355.1,0,27.7,4,4.0,2,14.5
63400272,535.8,747.2,368.6,0,25.0,1,2.7,6,14.7
63400273,645.0,781.6,468.6,0,19.3,4,5.3,4,12.8
63400274,491.0,709.2,321.7,0,26.2,4,6.4,2,15.6
63400275,498.2,692.3,299.5,0,23.3,8,7.0,2,15.5
63400276,478.5,670.5,307.8,0,19.4,3,5.7,8,11.7
63400277,301.2,522.2,167.2,0,22.4,3,5.9,2,11.2
63400278,302.6,449.8,173.9,0,20.7,2,2.0,4,13.1
63400279,278.0,415.2,182.1,0,19.1,6,2.2,5,11.1
63400280,527.0,711.3,388.8,0,16.6,6,4.8,5,11.4
63400281,534.4,731.6,312.7,0,27.4,3,0.4,1,16.9
63400282,536.8,749.1,340.4,0,23.2,7,7.0,7,16.0
63400283,626.5,772.1,419.4,0,27.4,8,1.0,2,15.1
63400284,603.6,821.3,360.7,0,27.7,3,6.7,2,17.1
63400285,358.2,574.5,234.6,0,21.8,3,4.6,2,14.5
63400286,411.6,612.9,227.5,0,20.3,8,6.5,3,14.5
63400287,278.4,490.5,141.3,0,16.5,3,3.7,3,10.6
63400288,224.7,343.8,146.6,0,13.3,1,1.9,5,7.3
63400289,343.3,523.7,216.8,0,16.3,8,4.4,6,10.2
63400290,470.9,698.3,294.8,0,25.4,8,5.3,4,16.4
63400291,420.4,663.6,277.9,0,24.8,2,2.9,2,16.2
63400292,485.2,681.9,317.0,0,23.2,5,2.4,7,14.2
63400293,519.8,713.3,317.2,0,22.4,3,4.1,8,15.1
63400294,444.1,622.2,307.8,0,21.7,1,1.9,1,13.1
63400295,394.7,542.5,249.5,0,21.1,5,2.7,5,11.4
63400296,291.2,535.2,175.4,0,21.7,4,1.0,5,14.0
63400297,275.1,440.7,136.5,0,18.0,2,2.3,2,10.5
63400298,206.5,319.6,126.2,0,12.3,4,2.8,4,7.2
63400299,296.7,442.4,181.7,0,12.7,8,2.8,1,8.7
63400300,429.5,613.4,300.3,0,21.9,1,7.5,8,13.6
63400301,501.6,630.8,365.3,0,19.7,8,4.7,7,11.3
63400302,579.3,760.1,425.0,0,17.2,6,4.2,5,11.0
63400303,621.0,779.5,407.1,0,20.9,3,3.0,6,14.1
63400304,422.3,635.6,342.1,0,24.0,2,2.7,1,13.7
63400305,556.3,693.3,389.1,0,18.7,7,4.4,6,12.4
63400306,573.6,682.8,440.8,0,15.5,3,2.8,6,9.0
63400307,490.6,631.2,359.5,0,14.0,1,5.4,1,10.5
63400308,424.3,563.7,303.7,0,15.7,2,3.1,1,10.7
63400309,414.2,526.1,324.8,0,14.0,6,2.5,8,8.9
63400310,310.3,470.2,225.3,0,13.5,5,2.4,5,9.2
63400311,366.1,553.7,262.2,0,24.9,8,2.2,6,13.2
63400312,552.9,770.3,318.8,0,22.9,1,6.0,1,15.6
63400313,515.8,671.6,391.6,0,17.4,1,5.8,5,12.2
63400314,466.1,621.8,365.7,0,17.7,6,2.6,5,10.5
63400315,577.7,704.2,435.2,0,19.9,5,0.7,5,11.8
63400316,559.9,713.3,388.0,0,23.1,3,1.9,2,13.7
